Xtf_id,Name,Zip,Place,Operator,Contact,OperatorAddress,Phone,Web,Mail,BeginningOfOperation,Power,Energy,HouseConnections,NetLength,EnergySource1,EnergySource2,PositionAccuracy,x,y
tn887,Anergienetz-Visp,3930,Visp,Gemeinde Visp,Gemeinde Visp,St. Martiniplatz 1,279489911,https://www.visp.ch/home/news.php?articleid=6-dh,gemeinde@visp.ch,2018,3.5,8700,,4.2,14,,103,2633147.8,1127804.4
tn888,Fernwärme Visp,3930,Visp,Fernwärme Visp AG,EnAlpin,Bahnhofplatz 1b<br />3930 Visp,279457581,https://www.enalpin.ch/enalpin/fernwaerme/fernwaerme-visp/,info@enalpin.com,2013,12,20600,144,,14,,103,2634522,1127494
tn890,Holzheizzentrale Birst,6340,Baar,Korporation Baar,Korporation Baar,Ziegelhütte,417660966,https://www.korporationbaar.ch/taetigkeiten/energie/,info@korporationbaar.ch,1993,0.8,,5,,5,,103,2682914.4,1228301.8
tn999,Wärmeverbund Moos Zürich-Wollishofen,8038,Zürich,ewz,ewz,Tramstrasse 35<br />8050 Zürich,583192020,https://www.infrawatt.ch/de/node/547,medien@ewz.ch,2001,1.96,3920,,0.72,11,2,103,2682815.6,1242848.1
tn1000,Wärmeverbund Wipkingen,8037,Zürich,ewz,ewz,Tramstrasse 35<br />8050 Zürich,583192020,https://www.ewz.ch/content/dam/ewz/services/dokumentencenter/heizen-und-kuehlen/dokumente/energieverbunde-im-zuercher-seebecken.pdf,medien@ewz.ch,1999,6,12000,,1.3,15,1,103,2682423.6,1249853.2
tn997,Seewasserverbund Fraumünster,8001,Zürich,ewz,ewz,Tramstrasse 35<br />8050 Zürich,583192020,https://www.ewz.ch/edl/de/home/projekte/seewasserverbunde.html,medien@ewz.ch,2007,2.7,1750,,0.76,10,2,103,2683319.6,1247068.299
tn996,Seewasserverbund Falkenstrasse,8008,Zürich,ewz,ewz,Tramstrasse 35<br />8050 Zürich,583192020,https://www.ewz.ch/edl/de/home/projekte/seewasserverbunde.html,medien@ewz.ch,2006,2.2,2300,,0.155,10,2,103,2683801.2,1246420.199
tn925,Wärmeverbund Flaach,8416,Flaach,Wärmeverbund AG Flaach,Wärmeverbund AG Flaach,Botzengasse 17,793234089,https://www.waermeverbund-ag.ch/,,2016,1.5,,,,5,20,103,2688336.4,1270309.6
tn899,Abwasserwärmenutzung Hofmatt Hagendorn,6332,Hagendorn,,Luzi Hendry,Hofmatt 72,434566076,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,luzih@microsoft.com,2014,0.47,746,,,15,,103,2675291.5,1228245.5
tn900,ETH Forschungsstation Chamau,6331,Hünenberg,Baudirektion Kanton Zug,Baudirektion Kanton Zug,Chamau 10,417805036,https://www.zg.ch/behoerden/baudirektion/addresse/addressblock_detail_view,info.bds@zg.ch,1995,0.55000001,,6,0.5,7,,103,2673390,1228961.5
tn1001,Wärmeversorgung ETH Zentrum / Uni Spital,8092,Zürich,ETH Zürich,Abteilung Betrieb,Kreuzplatz 5,446338239,https://www.betrieb.ethz.ch,gmz_fernwaerme@ba.ethz.ch,,25,23000,135,85,16,14,103,2683755.1,1247870.2
tn889,Anergy+ Zinal,3961,Zinal,Commune d'Annivierz,Commune d'Annivierz,Case postale 46<br />3961 Vissoie,274761500,https://www.hevs.ch/fr/hes-so-valais-wallis/actualites/anergy--1er-reseau-anergie-monotube-sans-sonde-geothermique-18763,info@anniviers.org,2017,,,6,,12,5,102,2614434.9,1109447.3
tn902,Quartierheizung Hofmatt,6315,Oberägeri,Einwohnergemeinde Oberägeri,Einwohnergemeinde Oberägeri,Bachweg 11,417547020,https://www.oberaegeri.ch/,einwohnergemeinde@oberaegeri.zg.ch,2003,1.10000002,1550,10,0.44999999,2,1,103,2689094.5,1221207
tn904,Wärmeverbund Steinhausen Zentrum,6312,Steinhausen,WWZ Energie AG,WWZ Energie AG,Chollerstrasse 24,417484545,https://www.wwz.ch/pressemeldungen/waermeverbund-steinhausen-zentrum.html,info@wwz.ch,2017,,,,,5,2,103,2679176,1227784.5
tn907,Holzwärmeverbund Menzingen,6313,Menzingen,WWZ Energie AG,WWZ Energie AG,Chollerstrasse 24,417484545,https://www.wwz.ch,info@wwz.ch,2010,7.2,14000,32,4.4,5,1,103,2686605.5,1226208.8
tn1158,Wärmeverbund Im Eich,4402,Frenkendorf,Bürgergemeinde Fenkendorf,,Hauptstrasse 2,619013449,http://www.bg-frenkendorf.ch,info@bg-frenkendorf.ch,,,,61,,2,,102,2620448.085,1261143.757
tn905,Fernwärme Altstadt Zug / Frauensteinmatt,6300,Zug,WWZ Energie AG,WWZ Energie AG,Chollerstrasse 24,417484545,https://www.wwz.ch,info@wwz.ch,2008,7.4,12200,150,3,5,,103,2681613,1224069.499
tn856,CAD Les Diablerets,1865,Les Diablerets,Groupe E,GROUPE E DIACAD,Ch des Grandes Isles 7,263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2013,2.7,2000,30,1.8,5,1,103,2578183.6,1133117.9
tn881,Abwärme Furkatunnel Oberwald,3999,Oberwald,energieregionGoms,energieregionGoms,Postfach 10<br />3985 Münster-Geschinen,275270101,https://www.energieregiongoms.ch/index.php/projekte/item/20-warmwasser-aus-dem-furkatunnel,info@energieregiongoms.ch,2014,1.372,,,4.65,18,,103,2670698.2,1154242.6
tn908,ARA Adliswil,8134,Adliswil,EKZ,EKZ,Dreikönigsstrasse 18<br />8002 Zürich,583595111,https://www.hk-gebaeudetechnik.ch/fileadmin/hk-gebaeudetechnik.ch/documents/Bilder/100414_kalte_fernwaerme.pdf,info@ekz.ch,2009,3.5,5000,,,15,,103,2681751.3,1242132.2
tn909,HEA Holzenergie,8910,Affoltern am Albis,HEA Holzenergie AG,HEA Holzenergie AG,Zürichstrasse 147,447603537,https://heaag.ch,c.pfister@heaag.ch,1995,12.3,22000,170,8.5,5,,103,2676759.4,1237279.7
tn910,EWZ Energiezentrale Zürich-Altstetten,8048,Altstetten,ewz,ewz,Tramstrasse 35<br />8050 Zürich,583194712,https://www.ewz.ch/altstetten,energieverbund@ewz.ch ,2012,14,14000,,10,15,11,103,2678841.2,1250360.8
tn911,Nahwärmeverbund Andelfingen,8450,Andelfingen,Robert Schaub AG,Robert Schaub AG,Bollenstrasse 7,523052515,https://www.schaub-ag.ch/bereiche/energieerzeugung-nahwaerme,info@schaub-ag.ch,2013,2.9,,,2.8,5,,103,2692951.4,1272291.7
tn912,Wärmeversorgung Berg am Irchel,8415,Berg am Irchel,Gemeinde Berg am Irchel,Gemeindeverwaltung,Winkel 13,523181189,https://www.bergamirchel.ch/,gemeinde@bergamirchel.ch,2005,0.9,,,,5,1,103,2687234.7,1269269.8
tn913,Wärmeerzeugung Waffenplatz Reppischtal ZH,8903,Birmensdorf,Hochbauamt Kanton Zürich,Waffenplatzverwaltung Zürich-Reppischtal,Kaserne,584844422,https://amz.zh.ch/internet/sicherheitsdirektion/amz/de/waffenplatzverwaltung.html,wpl@amz.zh.ch,2017,1.4,2800,10,0.3,15,,103,2674241.5,1246199.2
tn241,Wärmeverbund Bäriswil 1,3323,Bäriswil,Generationengenossenschaft,Mario Portner,Kirchweg 7,797367124,https://www.agroteamportner.ch,mail@agroteamportner.ch,2008,0.5,100,,1.4,5,,103,2606634.3,1207767.2
tn915,Wärmeverbund Bubikon,8608,Bubikon,EKZ,Gemeinde Bubikon,Rutschbergstrasse 18,552533333,http://bubikon.ch/de,info@bubikon.ch,2015,0.863,,,0.9,5,2,103,2704020.8,1236045.1
tn916,Schulhaus Gemeinde Dättlikon,8421,Dättlikon,Gemeinde Dättlikon,Gemeindeverwaltung,Kirchgasse 1,523151575,https://www.daettlikon.ch,hans.schmid@daettlikon.ch,1999,0.1,,,,5,,103,2689322.6,1264470.2
tn917,Fernwärme Abwasser Dietikon,8953,Dietikon,Limeco,Limeco,Reservatstrasse 5,447456464,https://www.limeco.ch/de/abwasser/heizen-mit-abwasser,info@limeco.ch,2018,3.23,6460,,1.8,15,,103,2672890,1251878.5
tn918,Fernwärme KVA Limmattal,8953,Dietikon,Limeco,Limeco,Reservatstrasse 5,447456464,https://www.limeco.ch/de/abwasser/heizen-mit-abwasser,info@limeco.ch,2017,16.33,32660,,,16,,103,2672773.1,1252166.3
tn919,Schnitzelheizung Werkhof Effretikon,8307,Effretikon,Stadt Illnau-Effretikon,Stadt Illnau-Effretikon,Märtplatz 29,523542424,https://www.ilef.ch,info@ilef.ch,2010,1.359,,,,5,,102,2693761.2,1252846
tn920,Wärmeverbund Elgg,8353,Elgg,Gemeinde Elgg,Gemeindeverwaltung,Lindenplatz 4,523685555,https://www.elgg.ch,forst@elgg.ch,2018,3.5,6.345,49,2.6500001,5,1,103,2707909.5,1260920.1
tn921,Energiecontracting Wohnüberbauung Elsau-Räterschen,8352,Elsau,,,,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2006,0.45,,,,5,,103,2702673.3,1261681.5
tn922,Wärmeverbund Breiti,8424,Embrach,Energie360°,Sporthalle Breiti,Schützenhausstrasse 20,448817345,https://www.energie360.ch/de/energie-360/referenzen/waermeverbund-breiti-embrach/,info@energie360.ch,,1.19,,,,5,1,103,2687252.5,1262083
tn923,Sonderschulheim Ilgenhalde,8320,Fehraltorf,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,2009,0.45,1000,,,6,,103,2700610.7,1249189.4
tn924,Wärmeverbund Heiget Fehraltorf,8320,Fehraltorf,Renercon BON AG,Renercon Betriebs AG,Baaregg 33<br />8934 Knonau,434666040,https://www.einfach-warm-fehraltorf.ch/,mail@renercon.ch,2018,,,,,5,,103,2699390,1249622
tn914,Wärmeverbund Bonstetten,8906,Bonstetten,Renercon Energie AG,Renercon Betriebs AG<br />Baaregg 33<br />8934 Knonau,Schachenstrasse 105<br />8906 Bonstetten,434666040,https://www.renercon.ch/bonstetten,mail@renercon.ch,2004,2.52,3,15,1.6,5,1,103,2678117.8,1241910.099
tn926,Unholz Wärme AG,8606,Greifensee,Unholz Wärme AG,Unholz Wärme AG,Zur Säge 16,,https://www.un-holz.ch,,1984,4.80000019,,60,1.29999995,5,,103,2694379.6,1246830.7
tn927,Schulanlage Weid 2,8915,Hausen am Albis,Heizgenossenschaft Weid,Sekundarschule Weid,Schulhausstrasse 5 ,447648383,https://www.sekhausen.ch,schulverwaltung@sekhausen.ch,,,,,,5,,103,2683150.6,1232882.6
tn158,Holzschnitzelheizung Buus,4463,Buus,Gemeinde Buus,Gemeinde Buus,Hemmikerstrasse 7,618451000,https://www.buus.ch,info@buus.ch,,,,15,,5,,101,2632086.9,1261726
tn929,Wärmeverbund Herrliberg,8704,Herrliberg,Gemeinde Herrliberg,Michael Weiss,Forchstrasse 9,449159168,https://www.herrliberg.ch,michael.weiss@herrliberg.ch,2019,,,,,5,12,103,2689039.3,1237795.5
tn930,Wärmeversorgung KEZO,8340,Hinwil,Zweckverband Kehrichtverwertung Zürcher Oberland,Kehrichtverwertung Zürcher Oberland,Wildbachstrasse 2,449383111,https://www.kezo.ch,info@kezo.ch,1976,,22000,25,7,16,,103,2704496.4,1240631.2
tn931,Wärmeverbund Röllin AG,8816,Hirzel,Röllin AG,Röllin AG,Schönenbergstrasse 26,447299207,https://www.gunep.ch/referenzen,info@gunep.ch,2006,0.25,,,,5,,103,2689151,1229786.5
tn932,Fernwärmeversorgung Horgen,8810,Horgen,Gemeindewerke  Horgen,Gemeindewerke Horgen,Seestrasse 335,447279200,https://www.horgen.ch/dienstleistungen/10897,gemeindewerke@horgen.ch,1983,38.7,51000,132,8.69999981,16,2,103,2688615,1233753.3
tn933,Nahwärmeverbund Schinzenhof,8810,Horgen,Gemeinde Horgen,Schinzenhof,Alte Landstr. 24,447252705,https://www.horgen.ch,liegenschaftenamt@horgen.ch,1990,3,3000,13,,5,1,103,2687650,1235018.8
tn934,Wärmeverbund Horgen Promenade,8810,Horgen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,628342111,https://www.durena.ch/aktuell/aktuell/82-promenade-horgen-zuerichsee-als-waerm,info@aew.ch,2015,0.75,,,,10,,103,2688660,1234600.2
tn944,Wärmeverbund Niederweningen,8166,Niederweningen,Gemeinde Niederweningen,Gemeindeverwaltung,Alte Stationsstrasse 19,448571220,https://www.niederweningen.ch,gemeindeverwaltung@niederweningen.ch,2013,1.395,1500,16,1,5,1,103,2670795.6,1262078.1
tn945,Wärmeversorgung Grundisäuli,8335,Oberhittnau,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,619272030,https://www.adev.ch,info@adev.ch,2013,0.19,350,22,,5,,101,2704586,1246494
tn947,Obfelden Niedermatt,8912,Obfelden,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.7,,,,6,1,102,2674619.5,1235503
tn948,Fernwärmeverbund Ossingen,8475,Ossingen,Gemeinde Ossingen,Gemeindeverwaltung,Truttikerstrasse 7,523171695,https://www.ossingen.ch/de/verwaltung/aemter/welcome.php?amt_id=13988,simon.eriksson@ossingen.ch,,,,,,5,,103,2696785.4,1274424
tn949,Biomassekraftwerk Otelfingen AG,8112,Otelfingen,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,2017,7.5,13600,20,,5,,103,2673056,1256999.8
tn952,Holzwärmegenossenschaft Rafz,8197,Rafz,Holzwärmegenossenschaft Rafz,Holzwärmegenossenschaft Rafz,Baumschuelweg 2,448693038,https://www.rafz.ch,kontakt@hwg-rafz.ch,1981,3.5,,,,5,1,103,2683055.5,1273013.8
tn953,Wärmeversorgung Paul Aecherli AG,8105,Regensdorf,Paul Aecherli AG,Paul Aecherli AG,Wehntalerstrasse 17,448406250,https://www.aecherliholz.ch,info@aecherliholz.ch,1994,3,,,,5,,103,2678386.5,1254393.5
tn954,Wärmeverbund Rheinau,8462,Rheinau,Gemeinde Rheinau,Gemeinde Rheinau,,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2017,0.36,,,,5,,102,2687416.1,1277616
tn955,Wärmeverbund Rifferswil,8911,Rifferswil,Gemeinde Rifferswil,Schule Rifferswil,Jonenbachstrasse,412686011,https://www.amstutzholzenergie.ch/energietechnik/referenzen/,energietechnik@amstutzholzenergie.ch,2012,0.5,1000,33,1,5,,103,2679858.9,1233392.3
tn956,Wärmeversorgung Kehrli & Co.,8911,Rifferswil,"Kehrli & Co, Rifferswil",Kehrli & Co.,Jonenbachstrasse 13,447641505,https://www.kehrli-co.ch,info@kehrli-co.ch,1997,0.68000001,1250,29,0.60000002,5,,103,2679933.5,1233158
tn957,Wärmeverbund Rikon ZH,8486,Rikon,Holzenergie Rikon AG,Holzenergie Rikon AG,Langenhardstrasse 113,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2016,3.2,,,2.4,5,,103,2702559.9,1255497.1
tn959,Wärmeverbund Steinbüel,8332,Russikon,Gemeinde Russikon,Gemeinderatskanzlei Russikon,Kirchgasse 4,433556111,https://www.russikon.ch,info@russikon.ch,1996,1,2410,22,0.97000003,5,,102,2700982,1250463
tn960,Energieverbund Schlieren,8952,Schlieren,ewz,ewz,Tramstrasse 35<br />8050 Zürich,583192020,https://www.ewz.ch,energieloesungen@ewz.ch,2009,28.1,42000,,,15,1,103,2677794.2,1249996.1
tn937,"Kleinwärmeverbund Baaregg, Knonau",8934,Knonau,Renercon Betriebs AG,Renercon Betriebs AG,Baaregg 33,434666040,https://www.renercon.ch/anlagen.html,mail@renercon.ch,2009,0.05,8.2,,,5,20,103,2678770.4,1230012.9
tn928,Wärmeverbund Hedingen,8908,Hedingen,Renercon Energie AG,Renercon Betriebs AG<br />Baaregg 33<br />8934 Knonau,Maienbrunnenstrasse 5<br />8908 Hedingen,434666040,https://www.renercon.ch/hedingen,mail@renercon.ch,2007,3.67,5,41,3.2,5,2,103,2675860.7,1239232.899
tn946,Wärmeverbund Oberweningen,8165,Oberweningen,Gemeinde Oberweningen,Gemeindeverwaltung,Dorfstrasse 65,448571010,https://www.oberweningen.ch/de/,gemeinde@oberwenigen.zh.ch,1992,0.64999998,1800,15,1.29999995,5,,101,2672925.1,1261765.6
tn935,Heizverbund Kloster Kappel GmbH,8926,Kappel am Albis,Heizverbund Kloster Kappel GmbH,Heizverbund Kloster Kappel GmbH,Kappelerhof 1,434665160,https://www.verein-klosterkappel.ch/heizverbund-kloster-kappel-gmbh,info@verein-klosterkappel.ch,2013,0.85,1200,10,0.65,5,1,103,2682177.3,1231295.7
tn961,Wärmeversorgung Steinmann H + K,8472,Seuzach,Steinmann H + K,Steinmann H + K,Brunnenwis 1/3,523351676,,,1999,0.23999999,300,22,,5,,103,2696255.5,1265869.5
tn962,Fernwärme Tagelswangen,8317,Tagelswangen,Heider Holzenergie AG,Heider Holzenergie AG,Chlotengasse 11,523433855,http://heiderholzenergie.ch/index.php/contact-us,eheider@bluewin.ch,2017,3.6,7000,550,4.2,5,,103,2692825.6,1254079
tn731,Fernwärme Selzach,2545,Selzach,Gemeinde Selzach,Gemeinde Selzach,Schänzlistrasse 2,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2014,0.55,,,,5,,103,2601078.7,1228380.7
tn950,Wärmeverbund Schanz,8330,Pfäffikon ZH,Gemeindewerke Pfäffikon ZH,Gemeindewerke Pfäffikon ZH,Schanzweg 2,449525354,https://www.gwpzh.ch,info@gwpzh.ch,1995,3.29999995,5000,33,3.00999999,5,2,103,2700477.5,1247013.2
tn951,Wärmeversorgung Matten,8330,Pfäffikon ZH,Gemeindewerke Pfäffikon ZH,Gemeindewerke Pfäffikon ZH,Schanzweg 2,449525354,https://www.gwpzh.ch,info@gwpzh.ch,,,,,,11,2,103,2700952.3,1247456.399
tn906,Wärmeverbund Circulago,6301,Zug,WWZ Energie AG,WWZ Energie AG,Chollerstrasse 24,417484545,https://www.wwz.ch,info@wwz.ch,2020,12,,,,10,,103,2681207.3,1225074.5
tn862,CAD SAINTE-CROIX,1450,Sainte-Croix,Groupe E,GROUPE E CROIXCAD,Av de la Gare 14,263525317,https://www.groupe-e.ch/fr/energie/chaleur/professionnels/chauffage-a-distance,vente@groupe-e.ch,2016,1.7,3300,19,1.5,5,2,103,2528402.5,1186087.4
tn864,CAD Valbroye,1523,Valbroye,Groupe E,Groupe E,Rte de Morat 135<br />1763 Granges-Paccot,263525317,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2015,2.5,2000,,,5,2,103,2558192.8,1178518.3
tn865,CAD Vevey,1800,Vevey,Groupe E,GROUPE E CAD VEVEY,,263525317,https://www.groupe-e.ch/fr/univers-groupe-e/medias/communique-presse/cad-vevey,vente@groupe-e.ch,2018,7.5,15000,,,5,,103,2555168.9,1147119
tn867,Chauffage Bois-Energie Anzère,1972,Anzère,CBA SA Chauffage Bois-Energie Anzère,CBA SA,Route d'Anzère 34,273290817,https://www.chauffageboisanzere.ch/heizzentrale.php?fr#.XR2sj-SP7Vg,info@chauffageboisanzere.ch,2011,6.3,13000,52,1.9,6,,103,2596490.4,1126586.4
tn963,Wärmeverbund Gattikon,8136,Thalwil,ewz,ewz,Tramstrasse 35<br />8050 Zürich,583192020,https://www.ewz.ch/content/dam/ewz/services/dokumentencenter/heizen-und-kuehlen/dokumente/ewz-referenz-gattikon.pdf,energieloesungen@ewz.ch,2017,3,6000,20,,5,,103,2684172,1237291.6
tn964,Stiftung Schloss Turbenthal Wärmeverbund,8488,Turbenthal,Stiftung Schloss Turbenthal Wärmeverbund,Stiftung Schloss Turbenthal Wärmeverbund,St. Gallerstrasse 8,,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,reto.casanova@schlosst.ch,2016,1.75,,22,2.326,5,1,103,2706471.6,1254816.7
tn965,Wärmeverbund Uetikon am See,8707,Uetikon am See,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,628342111,https://www.aew.ch/privatkunden/waerme/aktuelle-projekte/waermeverbund-uetikon-am-see.html,info@aew.ch,2013,2.801,,,,14,,103,2693419.8,1235182.4
tn966,Fernwärmeversorgung Konrad Keller AG,8476,Unterstammheim,Konrad Keller AG,Konrad Keller AG,Wetti 8,527440110,https://www.konradkellerag.ch,keller.saegerei@smile.ch,1990,2.1500001,8950,75,3,5,1,103,2701503.8,1277044
tn1159,Wärmeverbund Giebenach,4304,Giebenach,Einwohnergemeinde Giebenach,,Schulgasse 20,618159111,https://www.giebenach.ch ,gemeinde@giebenach.ch,,,,8,,5,,101,2623153.112,1263690.389
tn968,ARA Jungholz,8610,Uster,Stadt Uster,ARA Jungholz,Seestrasse 171,449445454,https://www.stadt-uster.ch,eugen.weder@stadt-uster.ch,2000,1.35000002,3621,129,2,15,5,103,2694722.7,1245196.1
tn969,BWS und Alterssiedlung Uster,8610,Uster,Gemeinde Uster,Berufswahlschule Uster,Rehbühlstrasse 2,434442344,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2012,0.304,397,,,6,,103,2697317.3,1245804.3
tn970,Sekundarschule Weidli Uster,8610,Uster,Gemeinde Uster,Sekundarschule Weidli,Rehbühlstrasse 30,449052134,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2012,0.301,271,,,6,,103,2697563.7,1245640.5
tn972,Wärmeverbund ARA Rietliau,8820,Wädenswil,Stadt Wädenswil,Stadt Wädenswil Werke,Eintrachtstrasse 24,447897511,http://www.werke.waedenswil.ch/de/energie/energiedienste/,karl.bachmann@waedenswil.ch,1992,0.40000001,1000,200,,15,,103,2692302.2,1232832.2
tn973,Wärmeverbund Wädenswil Untermosen,8820,Wädenswil,Stadt Wädenswil Werke,Stadt Wädenswil Werke,Eintrachtstrasse 24,447897511,https://www.werke.waedenswil.ch/dl.php/de/0e4mr-nb7i92/Broschre_Energiezentrale_Untermosen_Erffnung.pdf,,2011,1.83,3750,5,,5,,103,2692491.3,1231501.8
tn974,Kalte Fernwärme ARA Neugut Dübendorf / Zwicky Areal,8304,Wallisellen,Glattwerk AG,ARANeugut,Otto-Jaag-Strasse 15,448188020,https://www.glattwerk.ch/index.php/kalte-fernwaerme.html,info@glattwerk.ch,2008,0,,,,15,,103,2687554.5,1251131.5
tn975,Richti Areal Wallisellen,8304,Wallisellen,,,,,https://www.amstein-walthert.ch/,,2014,2.5,4100,,,12,,103,2687297.8,1251678.1
tn976,Wärmeverbund Sunnebüel,8304,Wallisellen,"F. Kunz und U. Maurer, Wallisellen",Pensionsstall Sunnebüel,Sunnebüel,448310222,,bollierbaumanagement@bluewin.ch,1995,0.55000001,1090,7,0.40000001,5,,103,2687375.9,1253316.4
tn977,"Wärmeverbund Wangen, Meyer Pflanzenkulturen",8602,Wangen,"AEW Energie AG, Aarau",Meyer Orchideen AG,Roswil 14,448332401,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.9,,,,5,,103,2691552.7,1250950.2
tn980,Wärmeverbund Wil ZH,8196,Wil,Gemeinde Wil,Gemeinde Wil,Dorfstrasse 15a,448792080,https://www.wil-zh.ch/de/,gemeinde@wil-zh.ch,2017,0.425,775.5,,,5,,103,2680415.9,1273299
tn981,Wärmeverbund Wila,8492,Wila,Genossenschaft Verteilnetz Wärmeverbund Wila GVWW,Genossenschaft Verteilnetz Wärmeverbund Wila GVWW,Sommeraustrasse 14,523972727,https://www.wila.ch,info@wila.ch,,,,,,5,,102,2706244.2,1253357.6
tn982,Fernwärmeversorgung Winterthur,8403,Winterthur,Stadtwerk Winterthur,Stadtwerk Winterthur,Vertrieb,522674144,https://www.stadtwerk.winterthur.ch,stadtwerk.vertrieb@win.ch,2010,61.5,123000,400,,16,2,103,2699075,1261612.6
tn971,Wärmeverbund La Veranda,8604,Volketswil,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,619272030,https://www.adev.ch,info@adev.ch,1997,0.2,500,30,1,5,,101,2694867.5,1249595
tn1160,Fernwärme Basel Münchenstein,4142,Münchenstein,IWB,,"Margarethenstrasse 40, 4002 Basel",612755800,https://www.iwb.ch,waerme@iwb.ch,,,,19,,2,,102,2612710.377,1264367.726
tn994,Pestalozzianum,8004,Zürich,ETH Hönggerberg,Gesellschaft Pestalozzianum,Lagerstrasse 2,433055530,https://pestalozzianum.ch/de/,stiftung.pestalozzianum@phzh.ch,1997,0.7,,,,5,,103,2682769.2,1248002.3
tn998,Sihlbogen,8047,Zürich,BG Zurlinden,BG Zurlinden,Albisriederstrasse 358,444010629,https://www.bgzurlinden.ch/html/,info@bgzurlinden.ch,2013,,,,,6,13,103,2681650.6,1243364.6
tn859,CAD STEP Morges,1110,Morges,Romande Energie,Romande Energie,"Rue de Lausanne 53, 1110 Morges",218029578,https://www.romande-energie.ch,info@romande-energie.ch,2018,0.8,,,,15,,103,2528761,1152127
tn882,CAD Riddes,1908,Riddes,Commune de Riddes,Commune de Riddes,Rue du Village 2,273052020,https://www.riddes.ch/commune/chauffage-distance-81.html,,2013,0.305,610,,,5,1,102,2583221.8,1113377.8
tn883,Solares Fernwärmenetz Saas-Fee,3906,Saas-Fee,EnAlpin,EnAlpin,Bahnhofplatz 1b<br />3930 Visp,279457500,https://www.enalpin.ch/enalpin/fernwaerme/solares-fernwaermenetz-saas-fee/,info@enalpin.com,2015,,,,0.4,12,20,102,2637938.5,1106440
tn884,Nestlé Waters CRISTALP,1907,Saxon,Groupe E,Groupe E,Bvd de Pérolles<br />1700 Fribourg,263525317,https://www.groupe-e.ch/fr/mise-en-service-dun-nouveau-chauffage-distance-saxon,vente@groupe-e.ch,2014,0,,,,11,,103,2578811.2,1110648.5
tn885,Holzschnitzelfeuerung St. Niklaus,3924,St. Niklaus VS,Gemeinde St. Niklaus,Gemeinde St. Niklaus,Bahnhofstrasse 5,279552500,https://www.st-niklaus.ch,gemeinde@st-niklaus.ch,1999,0.66000003,1850,8,0.72000003,5,1,101,2628067,1113909
tn886,Association Calorabois,1890,St-Maurice,Association Calorabois,c/o Administration communale,Grand-Rue 79,244851520,http://coutaz.ch/chauffage-a-distance/,info@coutaz.ch,2003,1.25,2500,,,5,,103,2566711.6,1118317.2
tn936,Heizgenossenschaft Knonau,8934,Knonau,Heizgenossenschaft Knonau,c/o Erich Buchmann,Eichhof,447670869,,,1996,0.89999998,,,,1,,103,2676668.4,1232253
